companyName,CIN,GSTIN,phone,email,address,startDate,renewalDate,category,directors,description,status
Creative Enterprise,UGI509RV92DJPQBU6DNSXH,NVDE1IEXA992N8PLO,3594934838,creativeenterprise581@gmail.com,"57 MG Road, Indiranagar, Hyderabad, Madhya Pradesh",2024-01-21,2024-12-16,Media,"40245922, 70008640",Involved in various business activities.,active
Limited Consulting,U4MGZ64ZK4MKXWMDALQIJE,D8DERZOLUJW93O8GH,8637681060,limitedconsulting721@gmail.com,"43 Sarat Bose Road, Bandra, Chennai, West Bengal",2023-09-04,2024-07-30,Construction,"87344637, 85396196",Involved in various business activities.,active
Enterprise Corporation,UVT3QAOAWRTN1ZT59V2ZAJ,HKDEC2GM4N3TCGP0L,1186448005,enterprisecorporation718@gmail.com,"26 MG Road, Indiranagar, Jaipur, Maharashtra",2023-04-12,2024-03-07,Manufacturing,"47343152, 37835015",Involved in various business activities.,vacated
Group Solutions,U1473IC2994PFJWW8AWM43,JDDENF9GN45Q6SLS1,2263597171,groupsolutions577@gmail.com,"57 MG Road, Andheri, Hyderabad, Gujarat",2024-02-10,2025-01-05,IT services,"28452212, 95019247",Involved in various business activities.,inactive
Enterprise Limited,UQ3SRMHAUJPUPJMJBGZ5S1,3YDE13ZHB8MK25RT1,5085423954,enterpriselimited453@gmail.com,"69 Park Street, Bandra, Delhi, Maharashtra",2022-09-16,2023-08-12,Manufacturing,"25880039, 95693519",Involved in various business activities.,active
Solutions Industries,UQTNJNA8E2V4Q9HBJQU3WK,9QDEDB35WL2ONMTWZ,9144221098,solutionsindustries875@gmail.com,"63 MG Road, Koramangala, Delhi, Madhya Pradesh",2022-04-27,2023-03-23,E-commerce,"91285849, 18804237",Involved in various business activities.,vacated
Solutions Partners,UAFKZB6TRLFB5E6UDKAVVS,JQDEHUH8U1250AXBZ,6311436352,solutionspartners521@gmail.com,"99 Park Street, Bandra, Chennai, Karnataka",2023-10-03,2024-08-28,Manufacturing,"70030181, 10855007",Involved in various business activities.,vacated
Corp Partners,UYN0MM7TY8SJR73GEOKTD7,V7DELOS0B7EFVC6NM,6687587135,corppartners913@gmail.com,"83 Sarat Bose Road, Andheri, Hyderabad, Andhra Pradesh",2024-02-24,2025-01-19,Manufacturing,"67826822, 42085670",Involved in various business activities.,inactive
Group Partners,UGLHJPPAVGMR6ZW0DJQD33,J6DEU0G5QTL4CHO6Y,1564704974,grouppartners497@gmail.com,"14 Sarat Bose Road, Andheri, Chennai, Maharashtra",2023-02-24,2024-01-20,Construction,"47299799, 65336865",Involved in various business activities.,inactive
International Solutions,UBWDDUEHVWUPIZYNT8BLAU,RUDELLM9RYZ79K5J4,6275072171,internationalsolutions862@gmail.com,"72 Sarat Bose Road, Andheri, Delhi, Gujarat",2024-01-27,2024-12-22,Finance,"89446900, 10944795",Involved in various business activities.,vacated
Limited Limited,U7JJCKLC5XP27ORJLU54DM,HGDEXWJQ3CUP1CP8P,5438068395,limitedlimited286@gmail.com,"33 Park Street, Bandra, Mumbai, Madhya Pradesh",2022-06-21,2023-05-17,Media,"64950485, 69662964",Involved in various business activities.,inactive
Digital Corporation,U2SOF5EM7A154QFW9FBXMO,LUDENZWBWJBN0MEWR,7765185411,digitalcorporation269@gmail.com,"71 MG Road, Koramangala, Mumbai, Bihar",2023-03-03,2024-01-27,Construction,"98547839, 77080006",Involved in various business activities.,active
Systems Consulting,U4UNF7KON5NUZ1GWN97D85,2YDEF0LC9SYZ2ZZ0W,1171049949,systemsconsulting323@gmail.com,"4 MG Road, HSR Layout, Kolkata, Telangana",2024-01-15,2024-12-10,Advertising,"13464253, 54800038",Involved in various business activities.,active
Limited Consulting,U1KERT5YJ4EX94PSZ9RFR8,XWDEGSNMTUMHAISGH,3039030474,limitedconsulting572@gmail.com,"57 Tilak Road, Koramangala, Hyderabad, Andhra Pradesh",2024-03-14,2025-02-07,Finance,"13000206, 43809582",Involved in various business activities.,inactive
Future Corporation,UI67CS5JX2ZIPBXKCFTGW0,TFDEVDFZR9MK1ZKKN,3129008202,futurecorporation868@gmail.com,"38 Park Street, Andheri, Hyderabad, Karnataka",2023-02-28,2024-01-24,Retail,"70694498, 96794912",Involved in various business activities.,active
Creative Enterprise,UWN71BIF6XDM7KPB74NCVK,M9DEIDOK1SC2O0SJG,1036597681,creativeenterprise232@gmail.com,"99 Park Street, Koramangala, Mumbai, Tamil Nadu",2023-05-31,2024-04-25,IT services,"45084835, 50025465",Involved in various business activities.,active
Global Partners,U8CQ0834P7MBDMD42FG343,VGDENGVNLOY9FF9I7,9117611311,globalpartners395@gmail.com,"100 Park Street, Andheri, Hyderabad, Bihar",2022-10-29,2023-09-24,Advertising,"82246066, 53541419",Involved in various business activities.,active
Digital Partners,UI0OYR5GUZ187USZ3HDALP,RNDEROTOAJOTMQIZD,6626247301,digitalpartners130@gmail.com,"19 MG Road, Bandra, Pune, Telangana",2022-06-05,2023-05-01,Media,"15452881, 89303118",Involved in various business activities.,active
Systems Limited,U57N1XOT426SKEL80ZF8ID,VMDEQHC34HRVZ6U16,4336238524,systemslimited448@gmail.com,"19 Park Street, Bandra, Chennai, Bihar",2024-08-08,2025-07-04,Construction,"37743833, 67304659",Involved in various business activities.,inactive
Enterprise Services,UN9IWALHTTR86NB5HPERL3,LUDERVWF1NBR9YDSC,5155373748,enterpriseservices994@gmail.com,"81 Sarat Bose Road, Indiranagar, Surat, Andhra Pradesh",2021-12-29,2022-11-24,Media,"89087217, 30242030",Involved in various business activities.,active
Corp Corporation,UH7NOQEH9QJEHG0XJ26HL9,WYDEUZOGVQBIVP8Q8,1002183513,corpcorporation779@gmail.com,"45 Main Road, Koramangala, Mumbai, Telangana",2023-10-16,2024-09-10,IT services,"87566859, 60093026",Involved in various business activities.,vacated
Enterprise Group,UHQQ6VZDVZ7S72N6JI8F28,0LDE6EHEW4K6UMM5B,6947201706,enterprisegroup637@gmail.com,"14 Sarat Bose Road, HSR Layout, Chennai, Gujarat",2023-09-01,2024-07-27,Manufacturing,"74772973, 16778856",Involved in various business activities.,active
International Services,U5UOPTYYQ8ULRJ9J4EV48F,0JDES0H6K5ZAQW0IS,9531941097,internationalservices522@gmail.com,"67 Tilak Road, Indiranagar, Mumbai, Telangana",2022-09-25,2023-08-21,Education,"33338160, 61146090",Involved in various business activities.,active
Solutions Industries,UGB5QEIAJURQ3HK443VFPQ,F4DEME5W9NLKHUAI6,2772099390,solutionsindustries353@gmail.com,"95 Tilak Road, Bandra, Surat, Karnataka",2024-11-30,2025-10-26,E-commerce,"50400275, 64664329",Involved in various business activities.,active
Solutions Technologies,ULREU97VDHLUQ981ZM7QX6,LUDEXPWNZFWBU3LAC,3814045312,solutionstechnologies309@gmail.com,"54 Main Road, Andheri, Chennai, West Bengal",2024-11-16,2025-10-12,E-commerce,"64437243, 66716136",Involved in various business activities.,active
Creative Partners,UO2SV28M2DVIGDUVPW168H,XEDEYWY4F2CM3FTMA,1971056865,creativepartners620@gmail.com,"7 MG Road, Andheri, Delhi, Madhya Pradesh",2022-08-30,2023-07-26,Finance,"13209386, 17939908",Involved in various business activities.,inactive
Inc Technologies,UA0DNHOUZQ3NJUB6SED55A,IMDE9YVYUBV6ZWWA2,6148463501,inctechnologies494@gmail.com,"53 Park Street, Bandra, Jaipur, Maharashtra",2024-05-05,2025-03-31,Finance,"14222119, 94643711",Involved in various business activities.,vacated
Corp Industries,UYQK3WKSPT2A7FS505L8LS,ADDEMBMSNFYU3L55Y,2579555879,corpindustries139@gmail.com,"50 Park Street, HSR Layout, Ahmedabad, Telangana",2023-07-19,2024-06-13,Retail,"47654869, 31626937",Involved in various business activities.,active
Global Limited,UE6YMRLJQ85H8PVCRGFGTX,EWDEWNWA49X8PS6QX,2925392439,globallimited271@gmail.com,"1 Main Road, Bandra, Kolkata, West Bengal",2023-10-21,2024-09-15,E-commerce,"56742725, 65078682",Involved in various business activities.,vacated
Innovative Industries,U4MDSP3TF24SAY0HXGV4MD,JADEVJLT741RORVHH,8431572382,innovativeindustries273@gmail.com,"70 Park Street, Bandra, Mumbai, Karnataka",2022-09-23,2023-08-19,Manufacturing,"12253115, 14381213",Involved in various business activities.,inactive
Global Corporation,UKG9E7EF6N9L6433TB3MR9,3YDE9UDC6WXNET1O0,6286001262,globalcorporation846@gmail.com,"60 Tilak Road, HSR Layout, Jaipur, Tamil Nadu",2022-08-25,2023-07-21,IT services,"10313233, 93234168",Involved in various business activities.,vacated
Inc Corporation,UG56VKTG5912O07KHRDD0M,SKDE39ZC9J23ITYAC,7388042885,inccorporation391@gmail.com,"86 Park Street, Bandra, Chennai, Maharashtra",2022-05-28,2023-04-23,IT services,"18205629, 66802966",Involved in various business activities.,vacated
Solutions Services,ULS5024VVBX3M9ETZLVOS0,GCDEEQDYSUMI2ZKOZ,9815443384,solutionsservices563@gmail.com,"37 Park Street, Andheri, Jaipur, Tamil Nadu",2023-09-23,2024-08-18,Manufacturing,"52770568, 64086402",Involved in various business activities.,active
Innovative Solutions,UV8QR37LR5X1CK8O56GZRM,VYDEJEEFW4F4GNU3H,9209174466,innovativesolutions678@gmail.com,"24 Main Road, Koramangala, Bangalore, Gujarat",2022-10-05,2023-08-31,Construction,"76496374, 32279467",Involved in various business activities.,inactive
Smart Group,U52EZ81EXUZJUX746V8S6A,PBDEVH6LI082AICWO,7067939794,smartgroup882@gmail.com,"18 Main Road, Andheri, Kolkata, Andhra Pradesh",2022-05-08,2023-04-03,Manufacturing,"16615774, 27761841",Involved in various business activities.,vacated
International Technologies,UMQ2ARFS27Y7FHTHF1KFUE,45DETLK2YY2P1O6VG,6478647988,internationaltechnologies502@gmail.com,"92 MG Road, Bandra, Jaipur, Madhya Pradesh",2023-05-14,2024-04-08,E-commerce,"17130426, 82639830",Involved in various business activities.,inactive
Enterprise Partners,U4JJ2E8S238Z8SQQNLCS23,WSDEXS1BPGKKBW49L,4278346578,enterprisepartners275@gmail.com,"15 Park Street, Koramangala, Pune, West Bengal",2022-11-10,2023-10-06,Finance,"36855637, 15445136",Involved in various business activities.,vacated
Inc Solutions,U5DE2GXN6D3J4K9OBDU4RD,HJDELAJUM8J8Z7OD3,5919216934,incsolutions489@gmail.com,"68 Tilak Road, Bandra, Hyderabad, Maharashtra",2022-09-21,2023-08-17,E-commerce,"87035791, 95381241",Involved in various business activities.,inactive
Creative Partners,UEAM54KD0K5V3GEN1IZPPJ,0NDESJ1C3D7S29WAP,8727747033,creativepartners150@gmail.com,"79 Tilak Road, Andheri, Chennai, Bihar",2022-05-13,2023-04-08,Media,"54246013, 24816762",Involved in various business activities.,active
Limited Group,UYHP155L2CQYGTJJ52M98L,BHDE46XBGJPT40YA2,3017851831,limitedgroup219@gmail.com,"41 Main Road, Koramangala, Kolkata, Uttar Pradesh",2024-04-22,2025-03-18,IT services,"29191258, 10560787",Involved in various business activities.,active
Creative Corporation,U2CQ01RGWDUP9LRW5MMZJ0,2GDEGCFRREHC1SBS5,1221728651,creativecorporation212@gmail.com,"60 Park Street, Andheri, Surat, Uttar Pradesh",2023-12-21,2024-11-15,IT services,"46280790, 89786296",Involved in various business activities.,vacated
International Industries,UHFX7NS7VQ2C6G2RPDQIL3,EUDEOTUCSKBLR4Q5G,4963606301,internationalindustries908@gmail.com,"50 Main Road, Indiranagar, Chennai, Tamil Nadu",2023-03-26,2024-02-19,Retail,"52948915, 92835895",Involved in various business activities.,vacated
Global Services,U0PH4CRB0GYJSUOYXAD5JD,EIDEZO24V2UJWHKDL,8372608772,globalservices348@gmail.com,"100 Tilak Road, HSR Layout, Delhi, Andhra Pradesh",2023-10-25,2024-09-19,Education,"73014068, 58742461",Involved in various business activities.,active
Limited Services,UJ1R0G25BCLB9GT4LOAOI3,T9DEKB5OE6KLQFGXD,3795997644,limitedservices857@gmail.com,"51 Main Road, Bandra, Pune, Uttar Pradesh",2022-06-02,2023-04-28,Retail,"25679031, 99109138",Involved in various business activities.,active
Limited Services,UJAKIMBMHK74TIW6OLL00F,J5DETR9JUQ7OH2BFE,6909980645,limitedservices461@gmail.com,"100 Park Street, Koramangala, Kolkata, West Bengal",2023-02-06,2024-01-02,E-commerce,"16598717, 42094430",Involved in various business activities.,vacated
International Corporation,UMLD934LZ4C8C0C2DZ5EFD,9TDEACPH3DTN5EME9,5203176965,internationalcorporation603@gmail.com,"59 Tilak Road, HSR Layout, Pune, West Bengal",2024-03-09,2025-02-02,Retail,"19204604, 58627559",Involved in various business activities.,inactive
Tech Solutions,UM0JZ84I8NUV3265QZKSWJ,6DDE9J941I4CJ50NG,7055158111,techsolutions704@gmail.com,"55 Main Road, Indiranagar, Kolkata, West Bengal",2024-01-17,2024-12-12,Construction,"63980061, 57374551",Involved in various business activities.,inactive
Digital Industries,U6B6TVAVSH1C7Z8FHT6V1K,OWDEZZMR6EXX54DQC,5264475086,digitalindustries653@gmail.com,"97 Main Road, Indiranagar, Chennai, Madhya Pradesh",2022-01-06,2022-12-02,E-commerce,"59604797, 32450065",Involved in various business activities.,inactive
Digital Solutions,UEKIHVDMH27VV7USOSN9HJ,02DEQTJJ35B1D8DZJ,2503818372,digitalsolutions257@gmail.com,"75 MG Road, Andheri, Chennai, Madhya Pradesh",2022-05-15,2023-04-10,Healthcare,"37808552, 32810612",Involved in various business activities.,active
International Technologies,U57CFCCVRSE6HRTRZDLF2A,H6DEYBTNNNM3WU30Q,2395339938,internationaltechnologies540@gmail.com,"87 Park Street, Indiranagar, Surat, Uttar Pradesh",2023-04-09,2024-03-04,Advertising,"91949092, 18143564",Involved in various business activities.,active
Enterprise Solutions,UOCC3QP38DZB6RYWGA4FGX,EPDE94IO4M0JB57OL,4695802253,enterprisesolutions265@gmail.com,"37 MG Road, Koramangala, Hyderabad, Uttar Pradesh",2024-07-28,2025-06-23,Construction,"13573758, 37881603",Involved in various business activities.,inactive
Limited Limited,ULDVJ7CJBKLCLIAAHORUJH,05DEXNFRQWJ89L2YF,1841050269,limitedlimited789@gmail.com,"22 MG Road, HSR Layout, Ahmedabad, Bihar",2024-05-07,2025-04-02,E-commerce,"79929411, 49634652",Involved in various business activities.,vacated
Enterprise Technologies,U2MMJP3FZ88QY4BVZQHCNV,Q1DER8YUB839JA7L1,6062414215,enterprisetechnologies461@gmail.com,"28 Park Street, Bandra, Mumbai, Karnataka",2024-09-30,2025-08-26,IT services,"12488482, 76128341",Involved in various business activities.,vacated
Innovative Technologies,UQ3TJ03KJRMB5S0HO8PEC4,4ADE958LJ1QSGZ6EF,5059205905,innovativetechnologies439@gmail.com,"28 Sarat Bose Road, Bandra, Bangalore, Telangana",2024-04-17,2025-03-13,Retail,"53501016, 11367683",Involved in various business activities.,active
Smart Corporation,U1XBUAUEW27CCQV8M37OZ6,66DEAEDDQRFS0NI0Y,7264751990,smartcorporation769@gmail.com,"93 MG Road, Andheri, Ahmedabad, Telangana",2022-02-17,2023-01-13,Construction,"10375006, 58190211",Involved in various business activities.,active
Group Services,UIPDEA8PUVDM5YAQBS0JVX,E5DE98YE8S6NK5FHL,9465125214,groupservices890@gmail.com,"83 Park Street, Indiranagar, Chennai, Uttar Pradesh",2022-06-08,2023-05-04,Education,"53078431, 33318709",Involved in various business activities.,inactive
Enterprise Industries,U6DG8EJMT8XDTVO6KX9U68,2ODE63SSBUSBBW161,4103738761,enterpriseindustries874@gmail.com,"80 Sarat Bose Road, HSR Layout, Chennai, Telangana",2023-08-07,2024-07-02,Healthcare,"71525556, 73014848",Involved in various business activities.,inactive
Systems Limited,U64KYYPZ7DSV947YWLJ5SM,CXDE15GDYBWY1DVF3,4004858127,systemslimited602@gmail.com,"14 Sarat Bose Road, Bandra, Chennai, Andhra Pradesh",2023-04-09,2024-03-04,Media,"41510496, 92709220",Involved in various business activities.,vacated
Limited Enterprise,UUXELDZLWIDPXGV26KBSBY,9HDEOWFV7OSPBZ2F9,1479211758,limitedenterprise964@gmail.com,"27 Main Road, HSR Layout, Ahmedabad, Uttar Pradesh",2024-05-08,2025-04-03,E-commerce,"89647196, 45942198",Involved in various business activities.,vacated
Digital Enterprise,UF0SPT1IZ5CXE4L4FX9K7S,2YDEINKNSXHOP6PT3,3905995987,digitalenterprise684@gmail.com,"20 Main Road, Andheri, Delhi, Gujarat",2022-07-29,2023-06-24,Manufacturing,"43582632, 46186556",Involved in various business activities.,active
Solutions Partners,UJ2U270UNFPIFBOFJS7ZOZ,QTDEC1ARY6W85E8TY,7531334502,solutionspartners134@gmail.com,"63 Tilak Road, HSR Layout, Jaipur, Telangana",2023-10-22,2024-09-16,Retail,"70113170, 87524933",Involved in various business activities.,vacated
Innovative Group,UXIRJHEAESPRLCVEXGR7HC,ETDECIGUUJ01QY2FC,4563520552,innovativegroup524@gmail.com,"56 Park Street, Andheri, Hyderabad, Tamil Nadu",2023-03-07,2024-01-31,Education,"98754525, 89100198",Involved in various business activities.,inactive
International Services,UGWQP6N72UT09JLD5N3C9B,IBDE2J3W51PLRFAOI,4863827768,internationalservices233@gmail.com,"42 MG Road, Andheri, Hyderabad, Madhya Pradesh",2024-04-09,2025-03-05,Education,"50126558, 79561975",Involved in various business activities.,vacated
Future Consulting,U2DHH0YI3IWKP79YIL6946,1LDEKCKXGXXIR2LQQ,5338672728,futureconsulting213@gmail.com,"22 Sarat Bose Road, Koramangala, Chennai, Karnataka",2023-02-23,2024-01-19,Advertising,"12658624, 15441163",Involved in various business activities.,vacated
Corp Group,UXWKGVQ23VSVVWIGV86DFW,4GDEM4BDBDB87O7G8,6214140698,corpgroup683@gmail.com,"66 Sarat Bose Road, Andheri, Delhi, Gujarat",2023-01-26,2023-12-22,Manufacturing,"65043675, 14432217",Involved in various business activities.,vacated
Enterprise Group,UMTCXGZKZGOLLMT93L40LW,N8DE386SRO8E4HE0X,2037254447,enterprisegroup884@gmail.com,"52 MG Road, Bandra, Delhi, Telangana",2023-07-16,2024-06-10,Finance,"27636819, 67205519",Involved in various business activities.,inactive
Limited Group,U731EFAKWIH67BDKT7HM4Z,SODECM8DPZFOIYTCG,5783028392,limitedgroup977@gmail.com,"32 Main Road, Andheri, Hyderabad, West Bengal",2023-07-08,2024-06-02,Media,"53939234, 38594785",Involved in various business activities.,vacated
Corp Industries,UE378H9BMUTIF569ATHI6M,38DEA4U3YCOVQV73C,6286826947,corpindustries592@gmail.com,"83 Park Street, Indiranagar, Mumbai, Andhra Pradesh",2022-01-02,2022-11-28,IT services,"67989669, 80644683",Involved in various business activities.,vacated
Tech Partners,U0I75D25AH84HLLZDV3IUR,GQDEHAW435VXBWFLR,7462483820,techpartners185@gmail.com,"25 Main Road, Indiranagar, Mumbai, Bihar",2024-01-01,2024-11-26,Retail,"73725518, 11464893",Involved in various business activities.,active
Tech Enterprise,UKYY257GN2PB8BQN0D3XWF,K4DEL99H52WI89YVM,6437953988,techenterprise314@gmail.com,"69 Sarat Bose Road, HSR Layout, Bangalore, Karnataka",2023-01-01,2023-11-27,Education,"35549362, 74230160",Involved in various business activities.,vacated
Smart Consulting,U956CXUEMGC9NE2XMLRCSD,HRDEIN3MBAWD7LLON,8693281440,smartconsulting339@gmail.com,"46 Tilak Road, Indiranagar, Kolkata, Maharashtra",2023-03-18,2024-02-11,E-commerce,"96536510, 88792473",Involved in various business activities.,inactive
Group Industries,UQW1DL6MGP5717K70X10FC,XTDEQ4ZFO5CDOT2WR,9856203998,groupindustries761@gmail.com,"57 Park Street, Bandra, Kolkata, Tamil Nadu",2023-03-14,2024-02-07,IT services,"65204531, 46891340",Involved in various business activities.,inactive
Systems Corporation,UKE9R94U8INOGIS8A9YDUQ,FGDEZUZ7N15O8XIM1,2426740239,systemscorporation243@gmail.com,"43 MG Road, Andheri, Chennai, Madhya Pradesh",2023-11-12,2024-10-07,Manufacturing,"89158026, 31930081",Involved in various business activities.,inactive
Tech Solutions,UNH2S5WZM546WCKF7XFTTL,IGDE7OXYJNQ0NKE62,9927683718,techsolutions324@gmail.com,"69 Tilak Road, Indiranagar, Pune, Andhra Pradesh",2023-03-07,2024-01-31,Construction,"76712764, 36580930",Involved in various business activities.,inactive
International Limited,UGNPIA5FP8CFV7HD2O6ITW,GCDEAYN8RQ249DIA7,3953708661,internationallimited408@gmail.com,"5 Sarat Bose Road, Indiranagar, Ahmedabad, Madhya Pradesh",2022-10-17,2023-09-12,IT services,"43784042, 85734835",Involved in various business activities.,inactive
International Services,U4KCGKMXRD7DACRI1BJVW8,X5DE4A8A5NNFX9IKD,2463428752,internationalservices106@gmail.com,"42 MG Road, Indiranagar, Jaipur, Tamil Nadu",2022-04-28,2023-03-24,Retail,"98060811, 75546257",Involved in various business activities.,vacated
Enterprise Technologies,UMZ2SKJPJ2IP7ZV14H1J5G,8YDEVZV80N9ZUEC05,5603870637,enterprisetechnologies963@gmail.com,"49 MG Road, Koramangala, Kolkata, Karnataka",2024-03-10,2025-02-03,E-commerce,"86205518, 97890075",Involved in various business activities.,inactive
Corp Industries,U5FRG5CIH792DVUI4PWKMY,JFDEFEL8C8JE1EB2C,6517299916,corpindustries424@gmail.com,"36 Sarat Bose Road, Koramangala, Bangalore, Madhya Pradesh",2023-02-07,2024-01-03,Construction,"89076288, 40403099",Involved in various business activities.,vacated
Limited Services,U7ENZI4R6MA9RX3GH5CR1N,ALDELYDKT4HM08NP8,4612911331,limitedservices875@gmail.com,"34 MG Road, Andheri, Hyderabad, Bihar",2022-11-18,2023-10-14,Finance,"92156671, 83958581",Involved in various business activities.,inactive
Tech Partners,UPEOZDBXCDHYOUIIKJAITK,2BDEAB5Z89JH9W8AB,2084889664,techpartners788@gmail.com,"12 Park Street, Bandra, Kolkata, West Bengal",2023-11-30,2024-10-25,Retail,"79289431, 78365318",Involved in various business activities.,active
Future Technologies,ULHBBM2W542UMTXLDINMOC,JNDE4UF5U170PHCPR,3888131805,futuretechnologies808@gmail.com,"9 Sarat Bose Road, Indiranagar, Chennai, Madhya Pradesh",2024-04-14,2025-03-10,Healthcare,"74261929, 50967248",Involved in various business activities.,active
Inc Technologies,USHZC3USP5LLZE4XLW2QGP,D9DEIDM4V07RTWMLW,8415484004,inctechnologies932@gmail.com,"17 Tilak Road, Bandra, Jaipur, Karnataka",2023-10-16,2024-09-10,Media,"26033574, 26907895",Involved in various business activities.,active
Enterprise Limited,UOFSZ15KCU8YA7FB9LBHAF,LNDENELPE0JQQ8AC0,4878067336,enterpriselimited940@gmail.com,"36 Sarat Bose Road, Koramangala, Bangalore, Maharashtra",2024-04-26,2025-03-22,Media,"83282919, 78226862",Involved in various business activities.,inactive
Enterprise Technologies,USMGUK3GXVPMOHQFLZ5D1Q,JEDEYXY1T5G98KCDC,3036848955,enterprisetechnologies500@gmail.com,"10 Main Road, Koramangala, Hyderabad, Maharashtra",2024-09-06,2025-08-02,Advertising,"66896365, 35551031",Involved in various business activities.,vacated
Creative Consulting,U8XZJ1A3V81SU0DVMBQU6L,1HDE60UO706FADHAL,3862942451,creativeconsulting849@gmail.com,"50 MG Road, Indiranagar, Jaipur, Tamil Nadu",2023-03-01,2024-01-25,Advertising,"12080405, 79049676",Involved in various business activities.,vacated
Tech Group,UZFUN69XK7BC69EY6KNLMY,J1DEV3Q0LE2IVU6Y4,9729373956,techgroup567@gmail.com,"22 Park Street, Bandra, Surat, Andhra Pradesh",2024-09-10,2025-08-06,Retail,"14110227, 89172996",Involved in various business activities.,active
Smart Partners,U4W5NHK05V98YO12D74XJU,TPDETC9YJ5UIRZLQT,1657503017,smartpartners157@gmail.com,"52 MG Road, Indiranagar, Chennai, Gujarat",2022-06-13,2023-05-09,Construction,"30780825, 38439521",Involved in various business activities.,active
Tech Group,UVMQWKVQFYIUMQXLDA73BE,S2DE0AIRMNLUYDIBO,6543182433,techgroup495@gmail.com,"57 Park Street, HSR Layout, Chennai, West Bengal",2022-10-20,2023-09-15,Education,"90605958, 51159841",Involved in various business activities.,inactive
International Industries,UDLUHFBRL2J58U0HGZDRXA,GZDEV4Y3FSA9PFXAA,6148494840,internationalindustries566@gmail.com,"88 Park Street, Indiranagar, Pune, Uttar Pradesh",2023-01-13,2023-12-09,Finance,"26722506, 29287380",Involved in various business activities.,vacated
Tech Industries,UBDBXON5H8RH8OUYZKWZAC,D2DEM6EMRX7IACQDN,5149309656,techindustries379@gmail.com,"15 Sarat Bose Road, Koramangala, Bangalore, Tamil Nadu",2023-04-05,2024-02-29,Healthcare,"79570520, 84296868",Involved in various business activities.,inactive
Tech Consulting,UN3JRU104GA442PT776URU,O3DETGUL3DETOMNC4,2169636059,techconsulting854@gmail.com,"2 Park Street, Bandra, Delhi, Uttar Pradesh",2023-01-31,2023-12-27,Advertising,"11470886, 94353826",Involved in various business activities.,inactive
Global Consulting,UOM8077TCPAX11DCZ40316,8IDEMI2PZEJMWTIO8,8438592058,globalconsulting835@gmail.com,"2 Tilak Road, Koramangala, Surat, Uttar Pradesh",2024-11-30,2025-10-26,Healthcare,"11584867, 85246571",Involved in various business activities.,active
Innovative Limited,U7OT8Y0WV3CGYWSW6XZWK1,7BDEK4ANPW05G7OJF,1689517480,innovativelimited345@gmail.com,"25 MG Road, Bandra, Delhi, Gujarat",2024-03-07,2025-01-31,Construction,"23870425, 21814671",Involved in various business activities.,inactive
Digital Enterprise,U5TEYHA621LMU84THM6ZKD,NFDE8C310IJ0V0OGU,8083059374,digitalenterprise512@gmail.com,"26 Main Road, Koramangala, Mumbai, Maharashtra",2024-11-30,2025-10-26,Advertising,"26058004, 30287492",Involved in various business activities.,inactive
Group Enterprise,UPU5DUP8YN3KBO31QI6C3K,SSDED0CNON76ZXYGY,3917027392,groupenterprise154@gmail.com,"65 Park Street, Bandra, Chennai, Maharashtra",2023-08-14,2024-07-09,Media,"97675763, 41383598",Involved in various business activities.,vacated
Future Solutions,UYHNF5XQQKX98YL66YMASE,BSDESWVXY7J88WVJP,8303252222,futuresolutions319@gmail.com,"10 MG Road, HSR Layout, Bangalore, Gujarat",2023-09-15,2024-08-10,Healthcare,"84784502, 90013033",Involved in various business activities.,active
Group Enterprise,UJIMUNQ5DRTDEZSXNBNHQJ,JSDEQAOU2MQJQ4F2B,3705537929,groupenterprise888@gmail.com,"50 Tilak Road, HSR Layout, Pune, Gujarat",2022-11-23,2023-10-19,Media,"27008679, 74998420",Involved in various business activities.,active
Solutions Services,UWH58F8I3EG2FHCYMCUYP9,9ODEJV753JB7TN4ND,4021142156,solutionsservices783@gmail.com,"9 Sarat Bose Road, Andheri, Ahmedabad, Tamil Nadu",2024-11-28,2025-10-24,Manufacturing,"70172958, 50652333",Involved in various business activities.,active
Innovative Limited,UXDE67T8MU2Q0DPKCNDYES,KGDEC0SPO765EZRJC,6471597913,innovativelimited929@gmail.com,"99 Tilak Road, Koramangala, Ahmedabad, Gujarat",2023-04-22,2024-03-17,Advertising,"40762224, 68572384",Involved in various business activities.,vacated
Corp Group,UOW6DJ2831IYX2E7N0HC0Z,JSDE84BJVSF96QDSV,8839382374,corpgroup964@gmail.com,"43 Main Road, Koramangala, Surat, West Bengal",2023-04-10,2024-03-05,Education,"51750881, 11390595",Involved in various business activities.,active
Corp Industries,UGCVH8H5MFAYBCQVQ4JA4X,LDDEI0HUF4P13IF16,9449379198,corpindustries941@gmail.com,"11 Park Street, HSR Layout, Jaipur, Telangana",2022-03-18,2023-02-11,Finance,"89699695, 78442631",Involved in various business activities.,inactive
Inc Limited,UNVXT8W28OO19DQPOCT29W,7FDET9BSHFGHQQIAG,4786858051,inclimited656@gmail.com,"76 Sarat Bose Road, Bandra, Kolkata, Karnataka",2022-04-27,2023-03-23,Finance,"85850693, 23918978",Involved in various business activities.,inactive
Smart Partners,U5VV2B7ANZRB8V3IQJ586R,ONDE68ZJ8BHU03L6L,3413876212,smartpartners417@gmail.com,"55 MG Road, Andheri, Surat, West Bengal",2021-12-23,2022-11-18,IT services,"55751605, 35150701",Involved in various business activities.,inactive
